"","INSTNM","CONTROL","TUITFTE","INEXPFTE","C150_4_WHITE","C150_4_HISP","gap_completion_white_hispanic"
"2794","Bismarck State College",1,4057,9461,0.4416,0.3333,0.245244565217391
"2795","Dickinson State University",1,5031,10550,0.3966,0.2308,0.418053454362078
"2799","University of Jamestown",2,8385,7858,0.5214,0.2,0.616417337936325
"2803","University of Mary",2,14103,5990,0.4779,0.6,-0.25549278091651
"2804","Mayville State University",1,4986,6689,0.4225,0.2,0.526627218934911
"2805","Minot State University",1,5703,10193,0.3805,0.375,0.0144546649145861
"2807","University of North Dakota",1,9624,15698,0.5609,0.4737,0.155464432162596
"2810","North Dakota State University-Main Campus",1,8007,8329,0.5728,0.4,0.301675977653631
"2814","Trinity Bible College",2,12487,4851,0.8519,1,-0.173846695621552
"2819","The Art Institute of Cincinnati-AIC College of Design",3,16558,4572,0.7419,1,-0.347890551287235
"2821","Akron Institute of Herzing University",3,13751,8191,0.525,1,-0.904761904761905
"2822","University of Akron Main Campus",1,9669,9013,0.474,0.2679,0.434810126582278
"2828","Art Academy of Cincinnati",2,24839,5809,0.5854,1,-0.708233686368295
"2830","Ashland University",2,11756,7174,0.6066,0.5,0.175733597098582
"2834","Baldwin Wallace University",2,15412,10353,0.7259,0.6571,0.0947788951646232
"2836","Bluffton University",2,10650,8685,0.616,0.3333,0.458928571428571
"2839","Bowling Green State University-Main Campus",1,8806,8710,0.5703,0.4479,0.21462388216728
"2840","Bryant & Stratton College-Parma",3,15073,2986,0.125,0.2857,-1.2856
"2844","Capital University",2,14480,9208,0.6112,0.5625,0.0796793193717277
"2848","Case Western Reserve University",2,22634,30078,0.8286,0.8462,-0.0212406468742457
"2849","Cedarville University",2,15888,9969,0.7,0.7222,-0.0317142857142857
"2856","Cincinnati Christian University",2,9294,5856,0.4111,0.3333,0.189248358063732
"2858","University of Cincinnati-Main Campus",1,12556,10072,0.6302,0.5882,0.0666455093621073
"2861","University of Cincinnati-Blue Ash College",1,5596,6978,0.2533,0.2857,-0.127911567311488
"2862","Ohio Christian University",2,9396,4315,0.2982,0.75,-1.51509054325956
"2865","Cleveland Institute of Art",2,18821,12963,0.6914,0.6667,0.0357246167196992
"2867","Cleveland Institute of Music",2,24790,23413,0.5806,1,-0.722356183258698
"2868","Cleveland State University",1,10568,8111,0.4643,0.2295,0.505707516691794
"2871","Columbus College of Art and Design",2,30430,10539,0.5973,0.2667,0.553490708186841
"2876","University of Dayton",2,20574,11646,0.7766,0.7931,-0.0212464589235128
"2877","Defiance College",2,14156,6875,0.5051,0.5,0.0100970104929717
"2878","Denison University",2,22338,17967,0.8369,0.7083,0.153662325247939
"2884","The University of Findlay",2,14500,8270,0.5734,0.5,0.128008371119637
"2885","Franklin University",2,13717,4229,0.16,1,-5.25
"2893","Heidelberg University",2,12529,9017,0.508,0.3333,0.343897637795276
"2894","Hiram College",2,15431,9183,0.7043,0.4444,0.369018883998296
"2900","ITT Technical Institute-Dayton",3,19066,2781,0.4068,1,-1.45821042281219
"2902","John Carroll University",2,12841,9268,0.8517,0.5862,0.311729482212046
"2905","Kent State University at Ashtabula",1,6221,6239,0.1193,0.1429,-0.197820620284996
"2906","Kent State University at East Liverpool",1,6456,6292,0.1724,1,-4.80046403712297
"2907","Kent State University at Stark",1,6148,5103,0.2891,0.2857,0.0117606364579731
"2908","Kent State University at Trumbull",1,6720,5463,0.1748,0.3,-0.7162471395881
"2911","Kent State University at Kent",1,9926,7718,0.564,0.5306,0.0592198581560284
"2912","Kent State University at Geauga",1,6242,5275,0.2165,1,-3.6189376443418
"2913","Kenyon College",2,29409,22319,0.9028,0.8947,0.00897208684093929
"2915","Lake Erie College",2,9994,5388,0.5388,0.6667,-0.237379361544172
"2923","Malone University",2,11900,7392,0.5275,0.25,0.5260663507109
"2929","Miami University-Hamilton",1,5198,4462,0.285,0.3,-0.0526315789473685
"2931","Miami University-Oxford",1,16027,10181,0.7949,0.8025,-0.00956095106302672
"2935","Mount Carmel College of Nursing",2,12094,5951,0.6429,0.5,0.222274070617514
"2936","University of Mount Union",2,13981,9277,0.6456,0.5385,0.16589219330855
"2937","Mount Vernon Nazarene University",2,12358,7324,0.5891,0.25,0.575623832965541
"2940","Muskingum University",2,11311,8808,0.5452,0.3333,0.388664710198093
"2942","Brown Mackie College-North Canton",3,9885,4273,0.3868,0.25,0.353671147880041
"2948","Notre Dame College",2,12090,4643,0.3988,0.4286,-0.0747241725175526
"2950","University of Northwestern Ohio",2,8614,3544,0.5695,0.2941,0.483582089552239
"2951","Oberlin College",2,29026,28894,0.877,0.8333,0.0498289623717217
"2954","Ohio Dominican University",2,11936,5335,0.485,0.3333,0.312783505154639
"2956","Ohio Northern University",2,16986,12519,0.7176,0.5625,0.216137123745819
"2958","Ohio State University-Lima Campus",1,7037,8888,0.3476,0.1,0.712313003452244
"2959","Ohio State University-Mansfield Campus",1,6853,8259,0.4415,0.0833,0.811325028312571
"2960","Ohio State University-Marion Campus",1,6941,7903,0.4249,0.3125,0.264532831254413
"2961","Ohio State University-Newark Campus",1,6831,6203,0.4122,0.2308,0.44007763221737
"2966","Ohio State University-Main Campus",1,12627,16075,0.844,0.8158,0.0334123222748815
"2968","Ohio University-Chillicothe Campus",1,2630,5662,0.2469,0.3333,-0.349939246658566
"2970","Ohio University-Lancaster Campus",1,3389,4644,0.2595,0.5,-0.926782273603083
"2971","Ohio University-Main Campus",1,10710,9704,0.674,0.7816,-0.159643916913946
"2975","Ohio Wesleyan University",2,14320,13075,0.6588,0.5,0.241044323011536
"2976","Otterbein University",2,15914,10325,0.612,0.875,-0.429738562091503
"2981","Pontifical College Josephinum",2,20970,13959,0.8889,1,-0.124985937675779
"2986","Fortis College-Centerville",3,9230,4130,0.6977,0.6,0.140031532177154
"2987","University of Rio Grande",2,6360,6239,0.3934,0.25,0.364514489069649
"2989","Shawnee State University",1,6168,5874,0.3244,0.4,-0.233045622688039
"2996","Brown Mackie College-Cincinnati",3,8945,3696,0.2622,0.25,0.0465293668954996
"2997","Brown Mackie College-Akron",3,10956,3461,0.2414,0.6667,-1.76180613090307
"3000","Franciscan University of Steubenville",2,14786,7693,0.7914,0.6,0.241849886277483
"3004","Tiffin University",2,8607,2994,0.4449,0.2308,0.481231737469094
"3005","University of Toledo",1,10857,12241,0.4953,0.3028,0.388653341409247
"3019","Walsh University",2,12797,7468,0.5759,0.4444,0.228338253168953
"3023","Wilmington College",2,10386,6349,0.5429,0.25,0.539510038681157
"3025","Wittenberg University",2,13947,10139,0.7361,0.8,-0.0868088574921887
"3026","The College of Wooster",2,17476,13239,0.7892,0.5556,0.295995945261024
"3027","Wright State University-Main Campus",1,9474,9158,0.4464,0.2,0.551971326164875
"3029","Xavier University",2,16573,10076,0.7405,0.625,0.155975692099933
"3030","ITT Technical Institute-Youngstown",3,17557,3112,0.4536,0.8571,-0.889550264550264
"3031","Youngstown State University",1,7788,7275,0.38,0.3415,0.101315789473684
"3033","Bacone College",2,2243,4240,0.1053,0.1765,-0.676163342830009
"3035","Southern Nazarene University",2,12732,8624,0.5204,0.2353,0.547847809377402
"3038","Cameron University",1,4331,7292,0.2545,0.2281,0.103732809430255
"3041","University of Central Oklahoma",1,7537,8494,0.3988,0.3971,0.00426278836509523
"3044","East Central University",1,4494,6827,0.3588,0.1765,0.508082497212932
"3053","Spartan College of Aeronautics and Technology",3,19710,7156,0.5097,0.4186,0.178732587796743
"3054","Northeastern State University",1,4135,7917,0.3327,0.4118,-0.237751728283739
"3058","Northwestern Oklahoma State University",1,3514,6769,0.376,0.3077,0.181648936170213
"3060","Oklahoma Christian University",2,8657,7261,0.513,0.2609,0.491423001949318
"3062","Oklahoma Panhandle State University",1,4523,6215,0.2157,0.2045,0.0519239684747335
"3063","Oklahoma State University-Main Campus",1,11033,8602,0.6245,0.551,0.117694155324259
"3064","Oklahoma State University-Oklahoma City",1,2237,4474,0.0461,0.0606,-0.314533622559653
"3065","Oklahoma Baptist University",2,9773,6153,0.5421,0.3,0.446596568898727
"3067","Oklahoma City University",2,16782,12219,0.6245,0.6667,-0.0675740592473978
"3068","University of Oklahoma-Norman Campus",1,11150,12188,0.6862,0.6,0.125619352958321
"3070","Oklahoma State University Institute of Technology",1,2086,6303,0.3846,0.5455,-0.418356734269371
"3071","Oral Roberts University",2,12600,8754,0.5634,0.45,0.201277955271566
"3074","Rogers State University",1,3969,5538,0.225,0.1667,0.259111111111111
"3078","University of Science and Arts of Oklahoma",1,2936,7758,0.4789,0.6364,-0.328878680309041
"3081","Southeastern Oklahoma State University",1,4408,7447,0.2804,0.3889,-0.386947218259629
"3083","Southwestern Oklahoma State University",1,4283,8087,0.3605,0.2321,0.356171983356449
"3086","University of Tulsa",2,20416,15982,0.7261,0.6579,0.0939264564109626
"3095","The Art Institute of Portland",3,14471,5781,0.2748,0.2727,0.00764192139737988
"3104","Concordia University-Portland",2,12091,2545,0.5833,0.5,0.142808160466312
"3107","Eastern Oregon University",1,5215,7027,0.3439,0.2143,0.376853736551323
"3109","New Hope Christian College-Eugene",2,16330,6089,0.2778,0.5,-0.799856011519078
"3110","George Fox University",2,16009,8930,0.6873,0.68,0.0106212716426596
"3112","ITT Technical Institute-Portland",3,19180,3894,0.3028,0.3158,-0.0429326287978864
"3114","Lewis & Clark College",2,24037,15866,0.8068,0.7742,0.0404065443728309
"3115","Linfield College-McMinnville Campus",2,20682,13440,0.707,0.8214,-0.161810466760962
"3121","Mount Angel Seminary",2,26488,21005,1,0.6,0.4
"3126","Northwest Christian University",2,8288,4694,0.697,0.5,0.282639885222382
"3128","Oregon Institute of Technology",1,7177,9764,0.4449,0.5556,-0.24881995954147
"3130","Oregon State University",1,10540,10914,0.6501,0.5647,0.131364405476081
"3131","University of Oregon",1,15185,12386,0.6948,0.6814,0.019286125503742
"3132","Pacific Northwest College of Art",2,18806,12743,0.3158,0.25,0.208359721342622
"3133","Pacific University",2,24217,12254,0.5749,0.619,-0.076708992868325
"3140","Portland State University",1,8488,8454,0.3951,0.4455,-0.127562642369021
"3141","University of Portland",2,20125,10653,0.8049,0.7778,0.0336687787302769
"3142","Reed College",2,28527,22586,0.7988,0.7333,0.0819979969954932
"3145","Pioneer Pacific College",3,6400,3929,0.5822,0.5152,0.115080728272072
"3147","Southern Oregon University",1,6352,8340,0.4081,0.3462,0.151678510169076
"3151","Warner Pacific College",2,16328,10807,0.434,0.25,0.423963133640553
"3152","Corban University",2,13000,5702,0.5536,0.3333,0.397940751445087
"3156","Willamette University",2,20372,13307,0.798,0.8824,-0.105764411027569
"3157","Western Oregon University",1,6513,8300,0.4772,0.519,-0.0875943000838223
"3164","Albright College",2,14946,9556,0.6023,0.5185,0.139133322264652
"3167","Allegheny College",2,19492,12779,0.8067,0.5652,0.299367794719226
"3169","DeSales University",2,15995,8954,0.7151,0.5714,0.20095091595581
"3171","Alvernia University",2,17408,6818,0.5502,0.5,0.0912395492548165
"3174","The Art Institutes of York-PA",3,15128,7108,0.6078,0.5,0.177360974004607
"3175","The Art Institute of Philadelphia",3,15887,5998,0.4549,0.3913,0.139810947460981
"3177","The Art Institute of Pittsburgh",3,14110,5790,0.3362,0.4545,-0.351873884592505
"3181","Arcadia University",2,13828,7453,0.6854,0.4848,0.292675809746134
"3184","Bloomsburg University of Pennsylvania",1,7837,8464,0.6844,0.6216,0.0917592051431911
"3186","Bryn Mawr College",2,21894,27370,0.8273,0.7391,0.106611869938354
"3187","Bucknell University",2,31788,20198,0.8923,0.7059,0.208898352572005
"3192","Cabrini University",2,13980,7826,0.5358,0.2222,0.585293019783501
"3193","California University of Pennsylvania",1,7890,7490,0.5894,0.4286,0.27281981676281
"3195","Carlow University",2,16311,7288,0.634,0.5,0.211356466876972
"3196","Carnegie Mellon University",2,36119,31807,0.8991,0.8068,0.102658213769325
"3197","Cedar Crest College",2,17643,9713,0.6923,0.5238,0.243391593239925
"3198","Central Penn College",3,12895,4524,0.6522,0.2,0.693345599509353
"3199","Chatham University",2,17352,8495,0.5673,0.3333,0.412480169222634
"3200","Chestnut Hill College",2,15066,7351,0.4336,0.3,0.308118081180812
"3204","Clarion University of Pennsylvania",1,7355,7999,0.5326,0.25,0.530604581299286
"3210","Delaware Valley University",2,17210,8734,0.6105,0.4118,0.325470925470926
"3211","Dickinson College",2,27496,18027,0.8458,0.7949,0.0601797115157247
"3214","Drexel University",2,23559,14939,0.688,0.6304,0.0837209302325581
"3217","Duquesne University",2,20602,10922,0.7937,0.7778,0.0200327579690058
"3218","East Stroudsburg University of Pennsylvania",1,9139,7383,0.5884,0.4643,0.210910944935418
"3219","Eastern University",2,12762,8357,0.6696,0.618,0.0770609318996416
"3220","Edinboro University of Pennsylvania",1,6451,9407,0.4649,0.4783,-0.0288234028823403
"3221","Elizabethtown College",2,19788,13429,0.7177,0.3846,0.464121499233663
"3239","Franklin and Marshall College",2,29020,19474,0.8939,0.7419,0.170041391654548
"3240","Gannon University",2,16229,7759,0.6801,0.3846,0.434494927216586
"3241","Geneva College",2,13862,8417,0.6686,0.375,0.439126533054143
"3242","Gettysburg College",2,29130,16497,0.8352,0.8684,-0.039750957854406
"3247","Gwynedd Mercy University",2,15815,8930,0.6197,0.2222,0.641439406164273
"3250","Haverford College",2,27250,28622,0.9573,0.9697,-0.0129530972526898
"3252","Holy Family University",2,16948,8916,0.5942,0.4706,0.208010770784248
"3253","Hussian College School of Art",3,14594,2177,0.5263,0.5,0.0499714991449743
"3255","Immaculata University",2,12435,5331,0.6453,0.2,0.69006663567333
"3256","Indiana University of Pennsylvania-Main Campus",1,8048,9021,0.5791,0.4026,0.304783284406838
"3261","Juniata College",2,17342,10689,0.7861,0.7857,0.000508841114362126
"3262","Keystone College",2,11155,6411,0.6242,0.5,0.198974687600128
"3263","King's College",2,16008,9051,0.6281,0.5938,0.054609138672186
"3265","Kutztown University of Pennsylvania",1,7538,8776,0.5781,0.5526,0.0441100155682407
"3266","La Roche College",2,15588,6178,0.4692,0.6667,-0.420929241261722
"3267","La Salle University",2,17325,9274,0.7007,0.6373,0.0904809476238048
"3269","Lafayette College",2,27378,21109,0.9217,0.9259,-0.00455679722252358
"3275","Lebanon Valley College",2,18136,10409,0.7649,0.6667,0.128382795136619
"3278","Lehigh University",2,26103,20469,0.9004,0.7865,0.126499333629498
"3283","Lock Haven University",1,6927,7851,0.4858,0.2647,0.455125566076575
"3288","Lycoming College",2,13518,8436,0.6144,0.6,0.0234375
"3290","Mansfield University of Pennsylvania",1,6375,9456,0.5291,0.625,-0.181251181251181
"3291","Marywood University",2,15219,9623,0.7053,0.5455,0.226570253792712
"3294","Mercyhurst University",2,13905,10549,0.7132,0.6316,0.114413909141896
"3295","Messiah College",2,17157,10514,0.812,0.8,0.0147783251231527
"3297","Millersville University of Pennsylvania",1,7616,8254,0.6877,0.5625,0.182056129126072
"3298","Misericordia University",2,16200,7079,0.7225,0.5,0.307958477508651
"3300","Moore College of Art and Design",2,23751,11456,0.5823,0.6,-0.0303967027305512
"3301","Moravian College",2,17587,11700,0.6928,0.6897,0.00447459584295611
"3303","Muhlenberg College",2,22612,14588,0.8561,0.8095,0.0544328933535802
"3305","Neumann University",2,18006,5736,0.6118,0.7692,-0.257273618829683
"3313","Pennsylvania State University-Penn State Erie-Behrend College",1,7272,5366,0.7117,0.4167,0.414500491780244
"3319","Pennsylvania State University-Penn State Worthington Scranton",1,7588,5600,0.4641,0.4,0.138116785175609
"3320","Pennsylvania State University-Penn State Lehigh Valley",1,6204,4578,0.5776,0.4,0.307479224376731
"3321","Pennsylvania State University-Penn State Altoona",1,5925,4372,0.6675,0.5091,0.237303370786517
"3322","Pennsylvania State University-Penn State Beaver",1,7383,5448,0.4177,0.2857,0.316016279626526
"3323","Pennsylvania State University-Penn State Berks",1,5949,4390,0.5758,0.4259,0.260333449114276
"3324","Pennsylvania State University-Penn State Harrisburg",1,7843,5788,0.6624,0.7083,-0.0692934782608697
"3325","Pennsylvania State University-Penn State Brandywine",1,5904,4357,0.4286,0.8571,-0.999766682221185
"3327","Pennsylvania State University-Penn State Fayette- Eberly",1,7301,5388,0.4844,0.5,-0.032204789430223
"3328","Pennsylvania State University-Penn State Hazleton",1,7691,5676,0.5668,0.3571,0.369971771347918
"3329","Pennsylvania State University-Main Campus",1,24219,17872,0.8807,0.7531,0.144884750766436
"3330","Pennsylvania State University-Penn State Greater Allegheny",1,8330,6147,0.3857,0.5,-0.296344309048483
"3331","Pennsylvania State University-Penn State Mont Alto",1,7356,5428,0.5424,0.375,0.308628318584071
"3332","Pennsylvania State University-Penn State Abington",1,4820,3557,0.4868,0.34,0.301561216105177
"3333","Pennsylvania State University-Penn State Schuylkill",1,7891,5823,0.4278,0.5263,-0.230247779336138
"3334","Pennsylvania State University-Penn State York",1,7587,5599,0.4721,0.5556,-0.176869307350138
"3343","Pennsylvania College of Art and Design",2,21378,8592,0.4487,0.2,0.554267885001114
"3344","University of Pennsylvania",2,34560,49018,0.9476,0.943,0.00485436893203889
"3345","Philadelphia University",2,19934,9712,0.6872,0.6471,0.0583527357392317
"3346","The University of the Arts",2,20918,12486,0.5942,0.5357,0.0984516997643891
"3347","Cairn University-Langhorne",2,10727,7527,0.7008,0.5,0.286529680365297
"3349","University of the Sciences",2,22797,12724,0.7385,0.4545,0.384563303994584
"3351","University of Pittsburgh-Bradford",1,11150,8486,0.5097,0.6667,-0.308024328036099
"3352","University of Pittsburgh-Greensburg",1,12012,5824,0.551,0.25,0.546279491833031
"3353","University of Pittsburgh-Johnstown",1,12314,6320,0.5209,0.7143,-0.371280476099059
"3354","University of Pittsburgh-Pittsburgh Campus",1,16728,16522,0.8278,0.8667,-0.0469920270596763
"3362","Point Park University",2,17108,9247,0.5972,0.625,-0.0465505693235098
"3369","The Restaurant School at Walnut Hill College",3,32258,22330,0.5172,0.6154,-0.189868522815158
"3371","Robert Morris University",2,17137,7471,0.6545,0.6,0.0832696715049656
"3373","Rosemont College",2,13889,5995,0.3871,0.6,-0.549987083440971
"3374","Saint Francis University",2,13596,8103,0.7493,0.25,0.66635526491392
"3375","Saint Joseph's University",2,23780,12184,0.7473,0.6349,0.150408135956109
"3376","Saint Vincent College",2,12522,7509,0.7435,0.9091,-0.222730329522529
"3379","University of Scranton",2,20816,11042,0.8104,0.8409,-0.0376357354392892
"3380","Seton Hill University",2,14235,9026,0.6487,0.4545,0.299367966702636
"3384","Shippensburg University of Pennsylvania",1,7315,8947,0.5843,0.4762,0.18500770152319
"3385","Slippery Rock University of Pennsylvania",1,7048,7365,0.6949,0.4545,0.345949057418334
"3391","Susquehanna University",2,18030,11187,0.7669,0.6667,0.130655887338636
"3392","Swarthmore College",2,27431,32124,0.9571,0.8889,0.0712569219517291
"3395","Temple University",1,20016,12889,0.7188,0.5979,0.168196994991653
"3396","Thiel College",2,13022,7217,0.5,0.25,0.5
"3404","Ursinus College",2,20530,13593,0.8298,0.9,-0.0845986984815619
"3405","University of Valley Forge",2,13406,6596,0.5049,0.3889,0.229748465042583
"3408","Villanova University",2,26473,15732,0.9076,0.8438,0.0702952842661965
"3411","Washington & Jefferson College",2,21989,14530,0.7716,0.75,0.0279937791601866
"3412","Waynesburg University",2,12351,8616,0.5897,0.8,-0.356622011192132
"3414","West Chester University of Pennsylvania",1,8975,7851,0.6861,0.6889,-0.00408103774959906
"3420","Widener University-Main Campus",2,21470,13704,0.5558,0.5,0.100395825836632
"3421","Wilkes University",2,15692,8243,0.5914,0.4444,0.248562732499155
"3424","York College Pennsylvania",2,13702,8285,0.616,0.8,-0.298701298701299
"3428","Brown University",2,30816,33278,0.9539,0.9728,-0.0198133976307789
"3429","Bryant University",2,24035,9281,0.7846,0.8,-0.0196278358399185
"3430","Johnson & Wales University-Providence",2,14467,5663,0.5837,0.5593,0.0418022956998458
"3431","New England Institute of Technology",2,16865,8775,0.5159,0.4167,0.192285326613685
"3434","Providence College",2,24528,12912,0.8773,0.814,0.0721531973099282
"3435","Rhode Island College",1,6297,7544,0.4335,0.4511,-0.0405997693194925
"3437","University of Rhode Island",1,12695,8202,0.6163,0.4316,0.299691708583482
"3438","Rhode Island School of Design",2,36379,23184,0.9231,0.9048,0.0198245043873903
"3439","Roger Williams University",2,20789,16533,0.6291,0.7419,-0.1793037672866
"3440","Salve Regina University",2,18905,8474,0.6856,0.7368,-0.074679113185531
"3443","Northpoint Bible College",2,11024,3934,0.625,0.2857,0.54288
"3445","Allen University",2,9347,5220,1,1,0
"3446","Anderson University",2,12871,5479,0.5606,0.5556,0.00891901534070639
"3447","Charleston Southern University",2,11984,6179,0.4075,0.3636,0.107730061349693
"3450","Bob Jones University",3,10190,6692,0.7429,0.5333,0.282137568986405
"3453","College of Charleston",1,12765,8994,0.6645,0.6136,0.0765989465763731
"3456","Citadel Military College of South Carolina",1,10986,9361,0.7015,0.6429,0.0835352815395581
"3457","Claflin University",2,10439,7699,0.8,0.5714,0.28575
"3458","Clemson University",1,14109,11952,0.8408,0.8,0.0485252140818268
"3462","Columbia College",2,11916,8566,0.5338,0.5,0.0633195953540653
"3463","Converse College",2,8503,6560,1,1,0
"3468","Francis Marion University",1,5787,8702,0.3945,0.1667,0.57743979721166
"3469","Furman University",2,22158,18080,0.8581,0.7273,0.152429786738142
"3474","Lander University",1,5622,5161,0.4942,0.25,0.494131930392554
"3475","Limestone College",2,11408,5196,0.269,0.75,-1.78810408921933
"3480","Newberry College",2,11014,6619,0.455,0.75,-0.648351648351648
"3481","North Greenville University",2,6921,5010,0.5609,0.4,0.286860402923872
"3484","Presbyterian College",2,15681,10008,0.6631,0.6667,-0.00542904539285166
"3485","University of South Carolina-Aiken",1,5480,6588,0.3894,0.4444,-0.141242937853107
"3486","University of South Carolina-Beaufort",1,6769,6669,0.2585,0.2222,0.140425531914894
"3487","University of South Carolina-Columbia",1,10577,10729,0.7382,0.6164,0.164995936060688
"3492","Coastal Carolina University",1,11646,8475,0.4528,0.3,0.337455830388693
"3493","South Carolina State University",1,9450,9363,0.3333,0.2,0.3999399939994
"3494","University of South Carolina-Upstate",1,5584,6624,0.3743,0.4706,-0.25728025647876
"3504","Winthrop University",1,8451,8526,0.5188,0.5,0.0362374710871242
"3505","Wofford College",2,15800,10695,0.7775,0.5714,0.26508038585209
"3507","Augustana University",2,12544,10732,0.6818,0.25,0.633323555294808
"3509","Black Hills State University",1,6137,5968,0.3385,0.2143,0.366912850812408
"3512","Dakota Wesleyan University",2,9594,5512,0.5116,0.2,0.609069585613761
"3517","Mount Marty College",2,9908,7255,0.56,0.25,0.553571428571429
"3521","Northern State University",1,5162,6889,0.4669,0.4,0.143285500107089
"3525","South Dakota School of Mines and Technology",1,8909,10832,0.554,0.5,0.0974729241877257
"3526","South Dakota State University",1,7493,7951,0.5848,0.3889,0.334986320109439
"3528","University of Sioux Falls",2,10931,6919,0.5345,0.4,0.251637043966324
"3533","University of South Dakota",1,7037,9166,0.5808,0.5,0.139118457300275
"3536","Aquinas College",2,13690,10033,0.2727,0.3333,-0.222222222222222
"3539","Austin Peay State University",1,5850,7338,0.3846,0.4231,-0.100104004160166
"3541","Belmont University",2,22886,9317,0.705,0.5185,0.264539007092199
"3542","Bethel University",2,8685,6356,0.381,0.3333,0.125196850393701
"3543","Bryan College-Dayton",2,8695,4227,0.5365,0.2,0.627213420316869
"3544","Carson-Newman University",2,13234,7223,0.5106,0.6,-0.175088131609871
"3546","Christian Brothers University",2,12812,6825,0.592,0.4118,0.304391891891892
"3552","Cumberland University",2,9184,5404,0.3831,0.75,-0.957713390759593
"3553","Lipscomb University",2,18048,9956,0.609,0.4444,0.270279146141215
"3555","Daymar Institute-Nashville",3,19098,7859,0.7,1,-0.428571428571429
"3557","East Tennessee State University",1,7690,12995,0.4402,0.3684,0.163107678328033
"3563","Welch College",2,9632,5619,0.4182,0.5,-0.195600191296031
"3564","Freed-Hardeman University",2,10319,6658,0.5163,0.25,0.515785396087546
"3572","Johnson University",2,7333,5568,0.6789,0.75,-0.104728236853734
"3574","King University",2,9653,4855,0.5966,0.25,0.580958766342608
"3577","Lane College",2,9188,4728,1,1,0
"3579","Lee University",2,9839,5604,0.556,0.5625,-0.0116906474820143
"3580","Lincoln Memorial University",2,19297,12918,0.4641,0.5714,-0.231200172376643
"3582","Martin Methodist College",2,9818,5199,0.4013,1,-1.4919013207077
"3583","Maryville College",2,12304,6739,0.5458,0.625,-0.145108098204471
"3587","Memphis College of Art",2,15911,8870,0.5352,0.5,0.0657698056801196
"3589","University of Memphis",1,7951,9720,0.512,0.4694,0.083203125
"3591","Middle Tennessee State University",1,6180,8512,0.4617,0.4872,-0.055230669265757
"3593","Milligan College",2,13610,6417,0.5986,0.1667,0.721516872702974
"3601","O'More College of Design",2,17618,8418,0.8085,1,-0.236858379715523
"3605","Rhodes College",2,18787,14453,0.8333,0.8667,-0.0400816032641305
"3611","Sewanee-The University of the South",2,21477,14760,0.7994,0.9091,-0.137227920940706
"3619","Southern Adventist University",2,15274,9524,0.5361,0.5,0.0673381831747809
"3621","Tennessee Wesleyan College",2,10510,5304,0.4465,0.2222,0.502351623740202
"3622","The University of Tennessee-Chattanooga",1,5325,7065,0.416,0.34,0.182692307692308
"3623","The University of Tennessee-Knoxville",1,10788,22579,0.7011,0.6914,0.0138354015119098
"3624","The University of Tennessee-Martin",1,4800,8384,0.4958,0.25,0.495764421137555
"3627","Tennessee State University",1,6968,10204,0.5,0.5714,-0.1428
"3628","Tennessee Technological University",1,5681,7404,0.5035,0.5484,-0.0891757696127111
"3630","Trevecca Nazarene University",2,12431,6894,0.5574,0.25,0.551489056332975
"3632","Tusculum College",2,9177,4227,0.41,0.125,0.695121951219512
"3633","Union University",2,11153,8745,0.6946,0.3333,0.520155485171322
"3635","Vanderbilt University",2,22708,79372,0.9344,0.9175,0.0180864726027398
"3641","Abilene Christian University",2,13974,8741,0.6518,0.4933,0.24317275237803
"3645","Angelo State University",1,6349,7413,0.3348,0.2467,0.263142174432497
"3648","The Art Institute of Houston",3,14453,4182,0.5313,0.6279,-0.181818181818182
"3649","Austin College",2,15854,12064,0.7488,0.8125,-0.0850694444444444
"3656","Baylor University",2,20309,14139,0.7521,0.633,0.158356601515756
"3659","Remington College-Dallas Campus",2,10538,5379,0.7388,0.7429,-0.00554953979426095
"3661","Brazosport College",1,3773,9283,0.1818,0.16,0.11991199119912
"3668","Concordia University-Texas",2,14210,6097,0.3056,0.2778,0.0909685863874345
"3671","Texas A & M University-Corpus Christi",1,6793,6456,0.3983,0.3552,0.108209892041175
"3674","Dallas Baptist University",2,15354,8737,0.5616,0.5333,0.0503917378917379
"3678","University of Dallas",2,15574,8643,0.7458,0.6964,0.0662375972110485
"3680","Career Point College",3,15959,4864,0.8337,0.8827,-0.0587741393786734
"3681","East Texas Baptist University",2,13523,8050,0.439,0.2692,0.386788154897494
"3683","Texas A & M University-Commerce",1,7175,7619,0.5125,0.5574,-0.0876097560975611
"3690","South University-The Art Institute of Dallas",3,13919,5458,0.2828,0.3818,-0.35007072135785
"3695","Hallmark University",2,12716,3621,0.4762,0.4098,0.139437211255775
"3696","Hardin-Simmons University",2,11967,10505,0.5559,0.4127,0.257600287821551
"3699","Houston Baptist University",2,13550,6839,0.5375,0.4167,0.224744186046512
"3702","University of Houston-Downtown",1,5906,4396,0.1831,0.2378,-0.298743855816494
"3704","University of Houston",1,9891,7993,0.4935,0.4569,0.0741641337386019
"3706","Howard Payne University",2,10556,7529,0.4865,0.4118,0.153545734840699
"3707","Huston-Tillotson University",2,12145,6888,0.4286,0.2941,0.313812412505833
"3708","University of the Incarnate Word",2,15016,6935,0.487,0.4153,0.147227926078029
"3711","ITT Technical Institute-Arlington",3,16639,2064,0.4468,0.4054,0.0926589077887198
"3712","ITT Technical Institute-Houston West",3,17000,1601,0.7778,0.6538,0.159424016456673
