"","INSTNM","CONTROL","TUITFTE","INEXPFTE","C150_4_WHITE","C150_4_ASIAN","gap_completion_white_asian"
"4728","Everest University-South Orlando",3,12244,3600,0.4738,0.7931,-0.673913043478261
"4753","Southern California Institute of Technology",3,12038,2001,0.6728,0.7563,-0.12410820451843
"4754","Soka University of America",2,2567,28611,0.5,0.84,-0.68
"4764","Southwest University of Visual Arts-Albuquerque",3,12512,1941,0.8571,1,-0.166725002916813
"4773","Baker College of Auburn Hills",2,8398,4461,0.1403,0.2857,-1.03635067712046
"4774","Baker College of Clinton Township",2,10256,5448,0.1609,0.2222,-0.380981976382847
"4801","Westwood College-Dupage",3,15364,4131,0.2879,0.5,-0.736714136853074
"4802","Wright Career College",2,11193,4710,0.7739,0.9,-0.162940948442951
"4803","Daymar College-Louisville",3,13339,4727,0.2188,1,-3.57038391224863
"4811","Arizona State University-West",1,10868,8436,0.6392,0.6571,-0.0280037546933668
"4818","Minnesota School of Business-Brooklyn Center",3,20811,5892,1,0.5,0.5
"4848","Florida National University-Main Campus",3,8000,2862,0.5,1,-1
"4851","ITT Technical Institute-Fort Lauderdale",3,16752,2791,0.6111,1,-0.636393388970709
"4855","South Texas College",1,1032,3591,0.1429,0.375,-1.62421273617915
"4860","California State University-Monterey Bay",1,5147,8919,0.4628,0.6038,-0.30466724286949
"4866","Argosy University-The Art Institute of California-Hollywood",3,15430,4617,0.3,0.6667,-1.22233333333333
"4877","Remington College-Memphis Campus",2,11227,4415,0.625,1,-0.6
"4888","ITT Technical Institute-Little Rock",3,17013,2281,0.3393,1,-1.94724432655467
"4890","ITT Technical Institute-Louisville",3,19852,3427,0.3837,0.6667,-0.737555381808705
"4891","ITT Technical Institute-Greenville",3,20667,2312,0.3077,0.5,-0.6249593760156
"4902","ITT Technical Institute-Everett",3,18921,3058,0.4091,0.2,0.511121975067221
"4906","ITT Technical Institute-Orland Park",3,17666,3431,0.5625,1,-0.777777777777778
"4909","Johnson & Wales University-North Miami",2,15584,6100,0.4361,0.6667,-0.528777803256134
"4972","New York College of Health Professions",2,11437,5737,0.8519,0.6667,0.217396408029111
"5034","University of Phoenix-Hawaii",3,10643,3176,0.3077,0.25,0.1875203119922
"5056","Arizona State University-Polytechnic",1,13296,10320,0.6189,0.5357,0.134432056875101
"5071","Living Arts College",3,13721,6999,0.8542,0.6667,0.219503629126668
"5073","Eastern International College-Jersey City",3,7651,5602,1,1,0
"5076","Pacific College",3,6434,6851,0.7805,0.8358,-0.0708520179372197
"5086","Embry-Riddle Aeronautical University-Worldwide",2,10137,5324,0.1914,0.3043,-0.589864158829676
"5090","ITT Technical Institute-Webster",3,15058,2152,0.5,1,-1
"5105","The Illinois Institute of Art-Schaumburg",3,14799,5017,0.4947,0.5714,-0.155043460683242
"5132","ITT Technical Institute-Strongsville",3,18405,3481,0.5484,1,-0.823486506199854
"5179","University of Phoenix-Washington",3,8414,2978,0.2188,0.5,-1.28519195612431
"5185","Platt College-Ontario",3,13830,7570,0.6316,0.8333,-0.319347688410386
"5187","Argosy University-The Art Institute of California-Los Angeles",3,15790,5474,0.3143,0.6,-0.909004136175628
"5197","Santa Barbara Business College-Ventura",3,13535,2468,0.5789,0.5,0.136292969424771
"5201","Florida Gulf Coast University",1,4905,6069,0.4883,0.3333,0.317427810772066
"5204","ITT Technical Institute-Richardson",3,16833,2355,0.4516,1,-1.21434898139947
"5222","City College-Miami",2,16703,5932,0.4,1,-1.5
"5223","ITT Technical Institute-Arnold",3,20146,2580,0.3289,1,-2.04043782304652
"5247","Vatterott College-Sunset Hills",3,9628,2001,0.7925,0.8,-0.00946372239747642
"5251","Los Angeles Film School",3,16019,6530,0.8581,0.8182,0.0464980771471856
"5263","University of Connecticut-Tri-Campus",1,2367,4571,0.5167,0.5714,-0.105864137797561
"5264","University of Connecticut-Avery Point",1,7517,14517,0.4961,0.6364,-0.282805885910099
"5265","University of Connecticut-Stamford",1,3126,6037,0.4205,0.4583,-0.0898929845422117
"5267","ITT Technical Institute-Richmond",3,17810,1859,0.3721,1,-1.68744961031981
"5271","ITT Technical Institute-Lathrop",3,17180,1998,0.3333,0.6,-0.8001800180018
"5285","Westwood College-Anaheim",3,14833,3101,0.4231,0.4667,-0.103048924604113
"5289","Stevens-Henager College",2,4305,1036,0.3346,0.3684,-0.101016138673042
"5290","Brookline College-Tucson",3,20795,7824,0.5814,1,-0.719986240110079
"5309","Everest University-Jacksonville",3,10470,5158,0.5771,0.8,-0.386241552590539
"5315","ITT Technical Institute-Wilmington",3,18622,2963,0.3478,0.4,-0.150086256469235
"5318","Johnson & Wales University-Denver",2,15454,6050,0.5699,0.4667,0.181084400772065
"5370","Everest College-Ontario Metro",3,13584,4982,0.65,0.8889,-0.367538461538462
"5373","The Art Institute of Washington",3,13667,6066,0.3,0.4545,-0.515
"5380","Westwood College-Inland Empire",3,15174,2898,0.28,0.2,0.285714285714286
"5451","Nevada State College",1,3240,4923,0.2105,0.1111,0.472209026128266
"5454","California State University-Channel Islands",1,6192,12057,0.6357,0.5652,0.11090136857008
"5455","ITT Technical Institute-Springfield",3,17424,1581,0.6667,0.4444,0.333433328333583
"5456","ITT Technical Institute-Chantilly",3,18476,1787,0.4865,1,-1.05549845837616
"5457","Argosy University-The Art Institute of California-Orange County",3,14629,5959,0.3333,0.6667,-1.000300030003
"5458","Franklin W Olin College of Engineering",2,14751,30582,0.9787,1,-0.0217635639113109
"5499","University of Antelope Valley",3,6656,3426,0.75,0.9444,-0.2592
"5507","Faith Evangelical College & Seminary",2,7208,3049,1,0.3333,0.6667
"5528","DigiPen Institute of Technology",3,20838,9059,0.5,0.6923,-0.3846
"5532","ITT Technical Institute-Duluth",3,16944,1762,0.4333,0.4,0.0768520655435033
"5561","Brookline College-Albuquerque",3,23640,8894,0.4359,0.5,-0.147052076164258
"5564","Colorado Technical University-Online",3,14032,1148,0.2797,0.125,0.553092599213443
"5571","Daymar Institute-Murfreesboro",3,19131,5524,0.5909,1,-0.692333728211203
"5625","American InterContinental University-Online",3,14577,1497,0.4026,0.2889,0.282414307004471
"5626","Westwood College-Atlanta Peachtree Center Campus",3,15966,3187,0.1538,0.5,-2.25097529258778
"5627","ITT Technical Institute-Eden Prairie",3,19769,3329,0.4667,0.25,0.464323976858796
"5632","University of California-Merced",1,7985,7748,0.6039,0.6973,-0.154661367776122
"5639","Platt College-North OKC",3,18647,7357,0.53,0.5,0.0566037735849057
"5641","Westwood College-Northlake",3,15236,3412,0.2222,0.7143,-2.21467146714671
"5642","University of Phoenix-New Jersey",3,10436,5299,0.2857,0.25,0.124956247812391
"5650","Everest University-Orange Park",3,9991,4701,0.5186,0.5714,-0.101812572310066
"5663","Neumont University",3,11536,2517,0.625,1,-0.6
"5664","Johnson & Wales University-Charlotte",2,15709,6149,0.6347,0.7692,-0.211911139120844
"5685","Ave Maria University",2,9576,9458,0.4336,0.3333,0.231319188191882
"5718","Stanbridge College",3,10580,1355,0.7442,0.7879,-0.0587207739854879
"5725","Stevens-Henager College",2,17451,5139,0.3276,0.1111,0.660866910866911
"5728","Sanford-Brown College-Las Vegas",3,18878,4799,0.3571,0.6667,-0.86698403808457
"5729","Sanford-Brown College-Seattle",3,17906,4135,0.4375,0.3333,0.238171428571429
"5730","International Academy of Design and Technology-Nashville",3,35088,20551,0.3696,1,-1.70562770562771
"5734","ITT Technical Institute-Kansas City",3,19912,2391,0.4568,0.8571,-0.876313485113835
"5736","ITT Technical Institute-Owings Mills",3,20904,2828,0.4898,0.6667,-0.36116782360147
"5737","ITT Technical Institute-Warrensville Heights",3,16853,3249,0.55,1,-0.818181818181818
"5752","Everest College-Mesa",3,9830,5705,0.7326,0.8571,-0.16994266994267
"5755","AmeriTech College-Draper",3,18516,9135,0.8152,0.5,0.386653581943081
"5762","Fortis College-Largo",3,9909,6735,0.5172,0.25,0.516627996906419
"5765","Eagle Gate College-Layton",3,12195,5706,0.55,1,-0.818181818181818
"5768","Expression College for Digital Arts",3,35928,15313,0.7,0.7333,-0.0475714285714286
"5778","Minnesota School of Business-Rochester",3,20043,5675,0.4769,0.5,-0.0484378276368212
"5779","Georgia Gwinnett College",1,3591,4973,0.2977,0.2895,0.027544507893853
"5799","SUM Bible College and Theological Seminary",2,6555,3600,0.1429,1,-5.99790062981106
"5818","Careers Unlimited",3,18601,11500,1,1,0
"5824","The Art Institute of Indianapolis",3,13416,4193,0.3875,0.5,-0.290322580645161
"5825","Eastern International College-Belleville",3,9037,6616,1,0.8,0.2
"5830","ITT Technical Institute-Clovis",3,18739,2218,0.3571,0.2857,0.199943993279193
"5833","ITT Technical Institute-Lexington",3,14100,2178,0.28,1,-2.57142857142857
"5835","ITT Technical Institute-Oklahoma City",3,19517,3249,0.2581,0.5,-0.937233630375823
"5836","ITT Technical Institute-Tulsa",3,19660,3543,0.3421,0.5,-0.461560947091494
"5838","Argosy University-The Art Institute of California-Inland Empire",3,13720,4738,0.3243,0.4444,-0.370336108541474
"5843","Westwood College-Annandale",3,14911,2995,0.3846,0.25,0.349973998959958
"5850","CollegeAmerica-Colorado Springs",2,17408,4069,0.4426,0.4444,-0.00406687754179852
"5856","University of South Florida-St Petersburg",1,5560,5642,0.3346,0.2222,0.335923490735206
"5858","Arizona State University-Downtown Phoenix",1,12430,9648,0.6125,0.641,-0.0465306122448979
"5862","The Art Institute of Tennessee-Nashville",3,12496,4365,0.4935,0.5,-0.0131712259371834
"5886","American Public University System",3,7662,2170,0.4805,0.75,-0.560874089490115
"5944","ITT Technical Institute-St Petersburg",3,15433,3381,0.3158,1,-2.16656111462951
"5945","ITT Technical Institute-Baton Rouge",3,16852,1715,0.4074,1,-1.45459008345606
"5947","ITT Technical Institute-Wichita",3,24223,4601,0.3793,0.5,-0.318217769575534
"5949","ITT Technical Institute-Mobile",3,15086,1774,0.25,1,-3
"5951","ITT Technical Institute-South Bend",3,20796,4425,0.5385,0.5,0.0714948932219127
"5959","International Academy of Design and Technology-Sacramento",3,24878,6075,0.3103,0.7,-1.25588140509185
"5994","Columbia Southern University",3,4520,1755,0.6601,0.1667,0.747462505680958
"5998","Trident University International",3,7733,1832,0.5909,0.75,-0.269250296158402
"6005","Digital Media Arts College",3,14339,2829,0.3684,1,-1.71444082519001
"6056","Bryant & Stratton College-Wauwatosa",3,13558,4149,0.2727,1,-2.66703337000367
"6057","Minnesota School of Business-Blaine",3,22013,6233,0.5263,1,-0.900057001710051
"6058","The Art Institute of Michigan",3,13954,4726,0.5833,0.5,0.142808160466312
"6060","Argosy University-The Art Institute of California-Silicon Valley",3,16294,6822,0.1818,0.4,-1.2002200220022
"6062","Remington College-Shreveport Campus",2,10318,4007,0.7368,0.5,0.321389793702497
"6068","ITT Technical Institute-Madison",3,18598,3537,0.1842,1,-4.42888165038002
"6071","ITT Technical Institute-Phoenix",3,20129,4257,0.381,0.3333,0.125196850393701
"6104","The King’s College",2,12980,12346,0.5577,0.25,0.55173032096109
"6207","Brown Mackie College-Boise",3,9388,3763,0.3853,0.5,-0.29769011160135
"6257","Sanford-Brown College-Online",3,17680,2173,0.1702,0.3333,-0.95828437132785
"6320","Angeles College",3,13513,3310,1,1,0
"6336","Pacific Rim Christian University",2,9856,3691,1,1,0
"6472","Unitek College",3,32822,15612,1,0.95,0.05
"6579","Tribeca Flashpoint College",3,20952,6996,0.5641,0.5,0.11363233469243
"6592","Stevens-Henager College",2,18072,4171,0.4437,0.5385,-0.213657876943881
"6704","Independence University",2,11218,1954,0.8158,1,-0.225790634959549
"6790","CollegeAmerica-Phoenix",2,13937,1761,0.3256,1,-2.07125307125307
"6804","South University–Savannah Online",3,7677,2144,0.0364,0.0526,-0.445054945054945
"6811","Sanford-Brown College-Brooklyn Center",3,14760,5507,0.5,0.5,0
"6960","Bryant & Stratton College-Online",3,10841,837,0.32,1,-2.125
"7082","Augusta University",1,9501,20309,0.3437,0.4643,-0.350887401803899
"7083","Middle Georgia State University",1,2911,6575,0.1944,0.16,0.176954732510288
"7104","DeVry College of New York",3,15948,2757,0.2727,0.5882,-1.15694902823616
"7105","DeVry University-Arizona",3,14697,3779,0.439,0.6667,-0.518678815489749
"7106","DeVry University-California",3,14930,3041,0.3534,0.4833,-0.367572156196944
"7107","DeVry University-Colorado",3,14383,3291,0.3714,1,-1.69251480883145
"7108","DeVry University-Florida",3,15029,3366,0.4127,0.5,-0.21153380179307
"7109","DeVry University-Georgia",3,14824,3306,0.3833,0.2,0.478215496999739
"7110","DeVry University-Illinois",3,14281,1626,0.3532,0.625,-0.769535673839185
"7115","DeVry University-Missouri",3,14806,3796,0.3333,0.5,-0.5001500150015
"7119","DeVry University-Ohio",3,14429,2786,0.4381,0.75,-0.711937913718329
"7122","DeVry University-Pennsylvania",3,15383,4276,0.35,0.3333,0.0477142857142857
"7124","DeVry University-Texas",3,15442,4395,0.2198,0.375,-0.706096451319381
"7129","University of North Georgia",1,4323,4906,0.2676,0.2,0.252615844544096
"7130","South Georgia State College",1,1329,3590,0.1909,0.125,0.345206914614982
"7231","University of Phoenix-Arizona",3,12922,2016,0.2498,0.2361,0.05484387510008
"7233","University of Phoenix-California",3,11491,2718,0.2333,0.1944,0.166738105443635
"7237","University of Phoenix-Louisiana",3,8549,3593,0.1695,0.5,-1.94985250737463
"7240","University of Phoenix-Nevada",3,10041,3244,0.1379,0.4286,-2.108049311095
"7244","University of Phoenix-Texas",3,10894,3032,0.1918,0.5,-1.60688216892596
"7271","California College San Diego",2,17303,3827,0.3099,0.4793,-0.546627944498225
"NA",NA,NA,NA,NA,NA,NA,NA
"NA.1",NA,NA,NA,NA,NA,NA,NA
"NA.2",NA,NA,NA,NA,NA,NA,NA
"NA.3",NA,NA,NA,NA,NA,NA,NA
"NA.4",NA,NA,NA,NA,NA,NA,NA
"NA.5",NA,NA,NA,NA,NA,NA,NA
"NA.6",NA,NA,NA,NA,NA,NA,NA
"NA.7",NA,NA,NA,NA,NA,NA,NA
"NA.8",NA,NA,NA,NA,NA,NA,NA
"NA.9",NA,NA,NA,NA,NA,NA,NA
"NA.10",NA,NA,NA,NA,NA,NA,NA
"NA.11",NA,NA,NA,NA,NA,NA,NA
"NA.12",NA,NA,NA,NA,NA,NA,NA
"NA.13",NA,NA,NA,NA,NA,NA,NA
"NA.14",NA,NA,NA,NA,NA,NA,NA
"NA.15",NA,NA,NA,NA,NA,NA,NA
"NA.16",NA,NA,NA,NA,NA,NA,NA
"NA.17",NA,NA,NA,NA,NA,NA,NA
"NA.18",NA,NA,NA,NA,NA,NA,NA
"NA.19",NA,NA,NA,NA,NA,NA,NA
"NA.20",NA,NA,NA,NA,NA,NA,NA
"NA.21",NA,NA,NA,NA,NA,NA,NA
"NA.22",NA,NA,NA,NA,NA,NA,NA
"NA.23",NA,NA,NA,NA,NA,NA,NA
"NA.24",NA,NA,NA,NA,NA,NA,NA
"NA.25",NA,NA,NA,NA,NA,NA,NA
"NA.26",NA,NA,NA,NA,NA,NA,NA
"NA.27",NA,NA,NA,NA,NA,NA,NA
"NA.28",NA,NA,NA,NA,NA,NA,NA
"NA.29",NA,NA,NA,NA,NA,NA,NA
"NA.30",NA,NA,NA,NA,NA,NA,NA
"NA.31",NA,NA,NA,NA,NA,NA,NA
"NA.32",NA,NA,NA,NA,NA,NA,NA
"NA.33",NA,NA,NA,NA,NA,NA,NA
"NA.34",NA,NA,NA,NA,NA,NA,NA
"NA.35",NA,NA,NA,NA,NA,NA,NA
"NA.36",NA,NA,NA,NA,NA,NA,NA
"NA.37",NA,NA,NA,NA,NA,NA,NA
"NA.38",NA,NA,NA,NA,NA,NA,NA
"NA.39",NA,NA,NA,NA,NA,NA,NA
"NA.40",NA,NA,NA,NA,NA,NA,NA
"NA.41",NA,NA,NA,NA,NA,NA,NA
"NA.42",NA,NA,NA,NA,NA,NA,NA
"NA.43",NA,NA,NA,NA,NA,NA,NA
"NA.44",NA,NA,NA,NA,NA,NA,NA
"NA.45",NA,NA,NA,NA,NA,NA,NA
"NA.46",NA,NA,NA,NA,NA,NA,NA
"NA.47",NA,NA,NA,NA,NA,NA,NA
"NA.48",NA,NA,NA,NA,NA,NA,NA
"NA.49",NA,NA,NA,NA,NA,NA,NA
"NA.50",NA,NA,NA,NA,NA,NA,NA
"NA.51",NA,NA,NA,NA,NA,NA,NA
"NA.52",NA,NA,NA,NA,NA,NA,NA
"NA.53",NA,NA,NA,NA,NA,NA,NA
"NA.54",NA,NA,NA,NA,NA,NA,NA
"NA.55",NA,NA,NA,NA,NA,NA,NA
"NA.56",NA,NA,NA,NA,NA,NA,NA
"NA.57",NA,NA,NA,NA,NA,NA,NA
"NA.58",NA,NA,NA,NA,NA,NA,NA
"NA.59",NA,NA,NA,NA,NA,NA,NA
"NA.60",NA,NA,NA,NA,NA,NA,NA
"NA.61",NA,NA,NA,NA,NA,NA,NA
"NA.62",NA,NA,NA,NA,NA,NA,NA
"NA.63",NA,NA,NA,NA,NA,NA,NA
"NA.64",NA,NA,NA,NA,NA,NA,NA
"NA.65",NA,NA,NA,NA,NA,NA,NA
"NA.66",NA,NA,NA,NA,NA,NA,NA
"NA.67",NA,NA,NA,NA,NA,NA,NA
"NA.68",NA,NA,NA,NA,NA,NA,NA
"NA.69",NA,NA,NA,NA,NA,NA,NA
"NA.70",NA,NA,NA,NA,NA,NA,NA
"NA.71",NA,NA,NA,NA,NA,NA,NA
"NA.72",NA,NA,NA,NA,NA,NA,NA
"NA.73",NA,NA,NA,NA,NA,NA,NA
"NA.74",NA,NA,NA,NA,NA,NA,NA
"NA.75",NA,NA,NA,NA,NA,NA,NA
"NA.76",NA,NA,NA,NA,NA,NA,NA
"NA.77",NA,NA,NA,NA,NA,NA,NA
"NA.78",NA,NA,NA,NA,NA,NA,NA
"NA.79",NA,NA,NA,NA,NA,NA,NA
"NA.80",NA,NA,NA,NA,NA,NA,NA
"NA.81",NA,NA,NA,NA,NA,NA,NA
"NA.82",NA,NA,NA,NA,NA,NA,NA
"NA.83",NA,NA,NA,NA,NA,NA,NA
"NA.84",NA,NA,NA,NA,NA,NA,NA
"NA.85",NA,NA,NA,NA,NA,NA,NA
"NA.86",NA,NA,NA,NA,NA,NA,NA
"NA.87",NA,NA,NA,NA,NA,NA,NA
"NA.88",NA,NA,NA,NA,NA,NA,NA
"NA.89",NA,NA,NA,NA,NA,NA,NA
"NA.90",NA,NA,NA,NA,NA,NA,NA
"NA.91",NA,NA,NA,NA,NA,NA,NA
"NA.92",NA,NA,NA,NA,NA,NA,NA
"NA.93",NA,NA,NA,NA,NA,NA,NA
"NA.94",NA,NA,NA,NA,NA,NA,NA
"NA.95",NA,NA,NA,NA,NA,NA,NA
"NA.96",NA,NA,NA,NA,NA,NA,NA
"NA.97",NA,NA,NA,NA,NA,NA,NA
"NA.98",NA,NA,NA,NA,NA,NA,NA
"NA.99",NA,NA,NA,NA,NA,NA,NA
"NA.100",NA,NA,NA,NA,NA,NA,NA
"NA.101",NA,NA,NA,NA,NA,NA,NA
"NA.102",NA,NA,NA,NA,NA,NA,NA
"NA.103",NA,NA,NA,NA,NA,NA,NA
"NA.104",NA,NA,NA,NA,NA,NA,NA
"NA.105",NA,NA,NA,NA,NA,NA,NA
"NA.106",NA,NA,NA,NA,NA,NA,NA
"NA.107",NA,NA,NA,NA,NA,NA,NA
"NA.108",NA,NA,NA,NA,NA,NA,NA
"NA.109",NA,NA,NA,NA,NA,NA,NA
"NA.110",NA,NA,NA,NA,NA,NA,NA
"NA.111",NA,NA,NA,NA,NA,NA,NA
"NA.112",NA,NA,NA,NA,NA,NA,NA
"NA.113",NA,NA,NA,NA,NA,NA,NA
"NA.114",NA,NA,NA,NA,NA,NA,NA
"NA.115",NA,NA,NA,NA,NA,NA,NA
"NA.116",NA,NA,NA,NA,NA,NA,NA
"NA.117",NA,NA,NA,NA,NA,NA,NA
"NA.118",NA,NA,NA,NA,NA,NA,NA
"NA.119",NA,NA,NA,NA,NA,NA,NA
"NA.120",NA,NA,NA,NA,NA,NA,NA
"NA.121",NA,NA,NA,NA,NA,NA,NA
"NA.122",NA,NA,NA,NA,NA,NA,NA
"NA.123",NA,NA,NA,NA,NA,NA,NA
"NA.124",NA,NA,NA,NA,NA,NA,NA
"NA.125",NA,NA,NA,NA,NA,NA,NA
"NA.126",NA,NA,NA,NA,NA,NA,NA
"NA.127",NA,NA,NA,NA,NA,NA,NA
"NA.128",NA,NA,NA,NA,NA,NA,NA
"NA.129",NA,NA,NA,NA,NA,NA,NA
"NA.130",NA,NA,NA,NA,NA,NA,NA
"NA.131",NA,NA,NA,NA,NA,NA,NA
"NA.132",NA,NA,NA,NA,NA,NA,NA
"NA.133",NA,NA,NA,NA,NA,NA,NA
"NA.134",NA,NA,NA,NA,NA,NA,NA
"NA.135",NA,NA,NA,NA,NA,NA,NA
"NA.136",NA,NA,NA,NA,NA,NA,NA
"NA.137",NA,NA,NA,NA,NA,NA,NA
"NA.138",NA,NA,NA,NA,NA,NA,NA
"NA.139",NA,NA,NA,NA,NA,NA,NA
"NA.140",NA,NA,NA,NA,NA,NA,NA
"NA.141",NA,NA,NA,NA,NA,NA,NA
"NA.142",NA,NA,NA,NA,NA,NA,NA
"NA.143",NA,NA,NA,NA,NA,NA,NA
"NA.144",NA,NA,NA,NA,NA,NA,NA
"NA.145",NA,NA,NA,NA,NA,NA,NA
"NA.146",NA,NA,NA,NA,NA,NA,NA
"NA.147",NA,NA,NA,NA,NA,NA,NA
"NA.148",NA,NA,NA,NA,NA,NA,NA
"NA.149",NA,NA,NA,NA,NA,NA,NA
"NA.150",NA,NA,NA,NA,NA,NA,NA
"NA.151",NA,NA,NA,NA,NA,NA,NA
"NA.152",NA,NA,NA,NA,NA,NA,NA
"NA.153",NA,NA,NA,NA,NA,NA,NA
"NA.154",NA,NA,NA,NA,NA,NA,NA
"NA.155",NA,NA,NA,NA,NA,NA,NA
"NA.156",NA,NA,NA,NA,NA,NA,NA
"NA.157",NA,NA,NA,NA,NA,NA,NA
"NA.158",NA,NA,NA,NA,NA,NA,NA
"NA.159",NA,NA,NA,NA,NA,NA,NA
"NA.160",NA,NA,NA,NA,NA,NA,NA
"NA.161",NA,NA,NA,NA,NA,NA,NA
"NA.162",NA,NA,NA,NA,NA,NA,NA
"NA.163",NA,NA,NA,NA,NA,NA,NA
"NA.164",NA,NA,NA,NA,NA,NA,NA
"NA.165",NA,NA,NA,NA,NA,NA,NA
"NA.166",NA,NA,NA,NA,NA,NA,NA
"NA.167",NA,NA,NA,NA,NA,NA,NA
"NA.168",NA,NA,NA,NA,NA,NA,NA
"NA.169",NA,NA,NA,NA,NA,NA,NA
"NA.170",NA,NA,NA,NA,NA,NA,NA
"NA.171",NA,NA,NA,NA,NA,NA,NA
"NA.172",NA,NA,NA,NA,NA,NA,NA
"NA.173",NA,NA,NA,NA,NA,NA,NA
"NA.174",NA,NA,NA,NA,NA,NA,NA
"NA.175",NA,NA,NA,NA,NA,NA,NA
"NA.176",NA,NA,NA,NA,NA,NA,NA
"NA.177",NA,NA,NA,NA,NA,NA,NA
"NA.178",NA,NA,NA,NA,NA,NA,NA
"NA.179",NA,NA,NA,NA,NA,NA,NA
"NA.180",NA,NA,NA,NA,NA,NA,NA
"NA.181",NA,NA,NA,NA,NA,NA,NA
"NA.182",NA,NA,NA,NA,NA,NA,NA
"NA.183",NA,NA,NA,NA,NA,NA,NA
"NA.184",NA,NA,NA,NA,NA,NA,NA
"NA.185",NA,NA,NA,NA,NA,NA,NA
"NA.186",NA,NA,NA,NA,NA,NA,NA
"NA.187",NA,NA,NA,NA,NA,NA,NA
"NA.188",NA,NA,NA,NA,NA,NA,NA
"NA.189",NA,NA,NA,NA,NA,NA,NA
"NA.190",NA,NA,NA,NA,NA,NA,NA
"NA.191",NA,NA,NA,NA,NA,NA,NA
"NA.192",NA,NA,NA,NA,NA,NA,NA
"NA.193",NA,NA,NA,NA,NA,NA,NA
"NA.194",NA,NA,NA,NA,NA,NA,NA
"NA.195",NA,NA,NA,NA,NA,NA,NA
"NA.196",NA,NA,NA,NA,NA,NA,NA
"NA.197",NA,NA,NA,NA,NA,NA,NA
"NA.198",NA,NA,NA,NA,NA,NA,NA
"NA.199",NA,NA,NA,NA,NA,NA,NA
"NA.200",NA,NA,NA,NA,NA,NA,NA
"NA.201",NA,NA,NA,NA,NA,NA,NA
"NA.202",NA,NA,NA,NA,NA,NA,NA
"NA.203",NA,NA,NA,NA,NA,NA,NA
"NA.204",NA,NA,NA,NA,NA,NA,NA
"NA.205",NA,NA,NA,NA,NA,NA,NA
"NA.206",NA,NA,NA,NA,NA,NA,NA
"NA.207",NA,NA,NA,NA,NA,NA,NA
"NA.208",NA,NA,NA,NA,NA,NA,NA
"NA.209",NA,NA,NA,NA,NA,NA,NA
"NA.210",NA,NA,NA,NA,NA,NA,NA
"NA.211",NA,NA,NA,NA,NA,NA,NA
"NA.212",NA,NA,NA,NA,NA,NA,NA
"NA.213",NA,NA,NA,NA,NA,NA,NA
"NA.214",NA,NA,NA,NA,NA,NA,NA
"NA.215",NA,NA,NA,NA,NA,NA,NA
"NA.216",NA,NA,NA,NA,NA,NA,NA
"NA.217",NA,NA,NA,NA,NA,NA,NA
"NA.218",NA,NA,NA,NA,NA,NA,NA
"NA.219",NA,NA,NA,NA,NA,NA,NA
"NA.220",NA,NA,NA,NA,NA,NA,NA
"NA.221",NA,NA,NA,NA,NA,NA,NA
"NA.222",NA,NA,NA,NA,NA,NA,NA
"NA.223",NA,NA,NA,NA,NA,NA,NA
"NA.224",NA,NA,NA,NA,NA,NA,NA
"NA.225",NA,NA,NA,NA,NA,NA,NA
"NA.226",NA,NA,NA,NA,NA,NA,NA
"NA.227",NA,NA,NA,NA,NA,NA,NA
"NA.228",NA,NA,NA,NA,NA,NA,NA
"NA.229",NA,NA,NA,NA,NA,NA,NA
"NA.230",NA,NA,NA,NA,NA,NA,NA
"NA.231",NA,NA,NA,NA,NA,NA,NA
"NA.232",NA,NA,NA,NA,NA,NA,NA
"NA.233",NA,NA,NA,NA,NA,NA,NA
"NA.234",NA,NA,NA,NA,NA,NA,NA
"NA.235",NA,NA,NA,NA,NA,NA,NA
"NA.236",NA,NA,NA,NA,NA,NA,NA
"NA.237",NA,NA,NA,NA,NA,NA,NA
"NA.238",NA,NA,NA,NA,NA,NA,NA
"NA.239",NA,NA,NA,NA,NA,NA,NA
"NA.240",NA,NA,NA,NA,NA,NA,NA
"NA.241",NA,NA,NA,NA,NA,NA,NA
"NA.242",NA,NA,NA,NA,NA,NA,NA
"NA.243",NA,NA,NA,NA,NA,NA,NA
"NA.244",NA,NA,NA,NA,NA,NA,NA
"NA.245",NA,NA,NA,NA,NA,NA,NA
"NA.246",NA,NA,NA,NA,NA,NA,NA
"NA.247",NA,NA,NA,NA,NA,NA,NA
"NA.248",NA,NA,NA,NA,NA,NA,NA
"NA.249",NA,NA,NA,NA,NA,NA,NA
"NA.250",NA,NA,NA,NA,NA,NA,NA
"NA.251",NA,NA,NA,NA,NA,NA,NA
"NA.252",NA,NA,NA,NA,NA,NA,NA
"NA.253",NA,NA,NA,NA,NA,NA,NA
"NA.254",NA,NA,NA,NA,NA,NA,NA
"NA.255",NA,NA,NA,NA,NA,NA,NA
"NA.256",NA,NA,NA,NA,NA,NA,NA
"NA.257",NA,NA,NA,NA,NA,NA,NA
"NA.258",NA,NA,NA,NA,NA,NA,NA
"NA.259",NA,NA,NA,NA,NA,NA,NA
"NA.260",NA,NA,NA,NA,NA,NA,NA
"NA.261",NA,NA,NA,NA,NA,NA,NA
"NA.262",NA,NA,NA,NA,NA,NA,NA
"NA.263",NA,NA,NA,NA,NA,NA,NA
"NA.264",NA,NA,NA,NA,NA,NA,NA
"NA.265",NA,NA,NA,NA,NA,NA,NA
